platform,region,rank,amount,relevant_at
PS4,global,6,18143,2018-06-25
PS4,global,7,22985,2018-06-25
PS4,global,8,28989,2018-06-25
PS4,global,9,34450,2018-06-25
PS4,global,10,41704,2018-06-25
PS4,global,11,43002,2018-06-25
XBOX,global,14,57353,2018-06-27
XBOX,global,15,42516,2018-06-27
XBOX,global,16,27262,2018-06-27
XBOX,global,17,30372,2018-06-27
XBOX,global,18,7619,2018-06-27
XBOX,global,19,2340,2018-06-27
XBOX,global,20,2019,2018-06-27
PC,ncsa,10,6244,2018-06-28
PS4,apac,2,627,2018-06-28
PC,ncsa,17,6950,2018-06-28
PC,emea,0,964304,2018-06-28
PS4,emea,10,24263,2018-06-28
PS4,emea,13,57447,2018-06-28
PC,apac,18,1613,2018-06-28
PS4,ncsa,16,18369,2018-06-28
XBOX,emea,2,771,2018-06-28
XBOX,apac,3,108,2018-06-28
XBOX,apac,8,562,2018-06-28
PC,apac,11,4485,2018-06-28
PS4,apac,8,3117,2018-06-28
PC,apac,9,3650,2018-06-28
XBOX,apac,18,184,2018-06-28
XBOX,emea,18,2088,2018-06-28
PC,apac,12,4930,2018-06-28
PS4,apac,10,4774,2018-06-28
PS4,emea,3,5093,2018-06-28
PC,apac,0,1055945,2018-06-28
XBOX,emea,4,1549,2018-06-28
PC,emea,15,18105,2018-06-28
PS4,ncsa,11,16223,2018-06-28
XBOX,emea,7,3657,2018-06-28
PS4,ncsa,12,17723,2018-06-28
PC,apac,4,1007,2018-06-28
PS4,apac,15,8650,2018-06-28
XBOX,ncsa,17,22649,2018-06-28
XBOX,apac,16,738,2018-06-28
PS4,emea,7,14155,2018-06-28
XBOX,emea,16,7200,2018-06-28
PS4,ncsa,3,2657,2018-06-28
PC,emea,12,12177,2018-06-28
PS4,ncsa,0,1572365,2018-06-28
PS4,apac,18,1570,2018-06-28
PS4,emea,9,20618,2018-06-28
PC,emea,10,10385,2018-06-28
PC,ncsa,2,823,2018-06-28
PS4,ncsa,5,4991,2018-06-28
XBOX,emea,1,1704,2018-06-28
XBOX,emea,9,5415,2018-06-28
XBOX,apac,10,572,2018-06-17
PC,emea,17,7399,2018-06-17
PC,emea,4,1212,2018-06-17
XBOX,ncsa,9,9041,2018-06-17
PC,ncsa,4,846,2018-06-17
PC,apac,7,1374,2018-06-17
PS4,ncsa,17,13858,2018-06-17
PC,ncsa,18,1073,2018-06-17
PC,apac,16,3162,2018-06-17
PC,ncsa,5,1396,2018-06-19
PS4,emea,11,20404,2018-06-19
PS4,emea,20,1704,2018-06-19
XBOX,apac,5,142,2018-06-19
PS4,apac,13,10575,2018-06-19
PS4,ncsa,7,6017,2018-06-19
PS4,emea,16,20029,2018-06-19
XBOX,emea,3,651,2018-06-19
XBOX,emea,11,5644,2018-06-19
PC,emea,14,20791,2018-06-19
PS4,apac,3,516,2018-06-19
PC,ncsa,20,331,2018-06-19
PS4,apac,4,694,2018-06-19
PC,ncsa,7,2257,2018-06-19
PS4,apac,20,437,2018-06-19
PS4,ncsa,14,30784,2018-06-19
PC,apac,20,748,2018-06-19
PC,apac,17,4830,2018-06-19
PC,ncsa,19,397,2018-06-19
XBOX,ncsa,3,1507,2018-06-19
PS4,apac,17,5374,2018-06-19
PS4,apac,5,1072,2018-06-19
PS4,ncsa,8,8119,2018-06-19
PC,emea,13,22682,2018-06-19
PC,emea,2,770,2018-06-19
XBOX,apac,15,945,2018-06-19
XBOX,ncsa,20,800,2018-06-19
PC,ncsa,12,5769,2018-06-19
XBOX,emea,14,12901,2018-06-19
PC,global,3,2317,2018-06-19
PC,global,4,3014,2018-06-19
PC,global,5,4341,2018-06-19
PC,global,6,5990,2018-06-19
PC,global,7,7374,2018-06-19
PC,global,8,10022,2018-06-19
PC,global,9,12451,2018-06-19
PC,global,10,16373,2018-06-19
PC,global,11,16966,2018-06-19
PC,global,12,19187,2018-06-19
PC,global,13,45305,2018-06-19
PC,global,14,40481,2018-06-19
PC,global,15,28538,2018-06-19
PS4,global,7,18393,2018-06-19
PS4,global,8,24292,2018-06-19
PS4,global,9,28771,2018-06-19
PS4,global,10,35980,2018-06-19
PC,apac,15,5611,2018-06-17
XBOX,apac,20,27,2018-06-17
XBOX,emea,12,5982,2018-06-17
XBOX,ncsa,0,894895,2018-06-17
XBOX,ncsa,14,32086,2018-06-17
PS4,emea,5,5625,2018-06-17
PC,emea,7,3142,2018-06-17
PS4,ncsa,19,1043,2018-06-17
PS4,emea,2,1762,2018-06-17
PS4,emea,0,1481049,2018-06-17
PC,emea,18,1811,2018-06-17
PC,apac,8,1919,2018-06-17
PC,apac,14,8027,2018-06-17
XBOX,ncsa,2,847,2018-06-17
PC,ncsa,8,2786,2018-06-17
XBOX,apac,2,42,2018-06-17
XBOX,apac,11,598,2018-06-17
PC,ncsa,14,10575,2018-06-17
PS4,ncsa,6,4162,2018-06-17
PC,ncsa,0,1026021,2018-06-17
PC,emea,1,1710,2018-06-17
PC,apac,6,1130,2018-06-17
PC,ncsa,13,12210,2018-06-17
PC,emea,19,565,2018-06-17
XBOX,apac,9,418,2018-06-17
XBOX,ncsa,19,915,2018-06-17
XBOX,ncsa,6,4037,2018-06-17
XBOX,emea,17,5265,2018-06-17
PS4,emea,6,7778,2018-06-17
XBOX,emea,13,13350,2018-06-17
XBOX,ncsa,15,23233,2018-06-17
PC,apac,1,858,2018-06-17
XBOX,ncsa,7,5261,2018-06-17
XBOX,apac,4,87,2018-06-17
PC,ncsa,11,4704,2018-06-17
PC,emea,8,4537,2018-06-17
PC,ncsa,3,604,2018-06-17
PC,ncsa,5,1250,2018-06-17
PS4,emea,11,19063,2018-06-17
PS4,emea,20,1412,2018-06-17
XBOX,apac,5,125,2018-06-17
PS4,ncsa,7,5421,2018-06-17
PS4,apac,13,9856,2018-06-17
PS4,emea,16,18767,2018-06-17
XBOX,emea,3,543,2018-06-17
XBOX,emea,11,5183,2018-06-17
PC,emea,14,19130,2018-06-17
PS4,apac,3,432,2018-06-17
PC,ncsa,20,271,2018-06-17
PS4,apac,4,589,2018-06-17
PC,ncsa,7,1988,2018-06-17
PS4,apac,20,347,2018-06-17
PC,apac,20,600,2018-06-17
PC,apac,17,4205,2018-06-17
PC,ncsa,19,344,2018-06-17
XBOX,ncsa,3,1277,2018-06-17
PS4,apac,17,4623,2018-06-17
PS4,apac,5,865,2018-06-17
PS4,ncsa,8,7570,2018-06-17
PC,emea,13,21053,2018-06-17
PC,emea,2,640,2018-06-17
XBOX,apac,15,887,2018-06-17
XBOX,ncsa,20,636,2018-06-17
PC,ncsa,12,5425,2018-06-17
XBOX,emea,16,5566,2018-06-19
PS4,ncsa,3,1691,2018-06-19
PC,emea,12,9911,2018-06-19
PS4,ncsa,0,1577178,2018-06-19
PS4,apac,18,1058,2018-06-19
PS4,emea,9,16191,2018-06-19
PC,emea,10,8251,2018-06-19
PC,ncsa,2,507,2018-06-19
PS4,ncsa,5,3351,2018-06-19
XBOX,emea,1,884,2018-06-19
XBOX,emea,9,4153,2018-06-19
XBOX,ncsa,18,3679,2018-06-19
PS4,emea,8,14032,2018-06-19
PS4,global,11,37077,2018-06-19
PS4,global,12,41189,2018-06-19
PS4,global,13,92623,2018-06-19
PS4,global,14,83819,2018-06-19
PS4,ncsa,14,29124,2018-06-17
PC,emea,11,7999,2018-06-17
XBOX,apac,14,1325,2018-06-17
PS4,emea,17,19627,2018-06-17
XBOX,ncsa,11,12798,2018-06-17
PC,apac,5,828,2018-06-17
PS4,ncsa,18,3562,2018-06-17
XBOX,ncsa,13,43162,2018-06-25
PS4,ncsa,1,3895,2018-06-25
PC,emea,3,1458,2018-06-25
PC,global,0,807758,2018-06-25
PC,global,1,5766,2018-06-25
PC,global,2,2206,2018-06-25
PC,global,3,3059,2018-06-25
PC,global,4,4029,2018-06-25
XBOX,emea,19,432,2018-06-19
XBOX,ncsa,13,36772,2018-06-19
PS4,ncsa,15,21282,2018-06-17
XBOX,emea,19,343,2018-06-17
XBOX,ncsa,13,34265,2018-06-17
PS4,ncsa,1,2003,2018-06-17
PC,emea,3,983,2018-06-17
PC,global,0,859391,2018-06-17
PC,global,1,3394,2018-06-17
PC,global,2,1299,2018-06-17
PC,global,3,1965,2018-06-17
PC,global,4,2564,2018-06-17
PC,global,5,3817,2018-06-17
PC,global,6,5214,2018-06-17
PC,global,7,6424,2018-06-17
PC,global,8,9128,2018-06-17
PC,global,9,11179,2018-06-17
PC,global,10,14801,2018-06-17
PC,global,11,15621,2018-06-17
PC,global,12,17684,2018-06-17
PC,global,13,42004,2018-06-17
PC,global,14,37187,2018-06-17
PC,global,15,26366,2018-06-17
PC,global,16,15187,2018-06-17
PC,global,17,15652,2018-06-17
PC,global,18,3735,2018-06-17
PC,global,19,1174,2018-06-17
PC,global,20,1377,2018-06-17
PS4,global,0,1240154,2018-06-17
PS4,ncsa,1,2475,2018-06-19
PC,emea,3,1145,2018-06-19
PC,global,0,842734,2018-06-19
PC,global,1,3988,2018-06-19
PC,global,2,1538,2018-06-19
PC,global,5,5708,2018-06-25
PC,global,6,7513,2018-06-25
PC,global,7,9475,2018-06-25
PC,global,8,12603,2018-06-25
PC,global,9,15243,2018-06-25
PC,global,10,19562,2018-06-25
PC,global,11,20320,2018-06-25
PS4,apac,10,4694,2018-06-27
PC,apac,12,4846,2018-06-27
PC,apac,0,1054833,2018-06-27
XBOX,emea,4,1453,2018-06-27
PC,emea,15,17757,2018-06-27
PS4,ncsa,11,15941,2018-06-27
PC,apac,4,962,2018-06-27
XBOX,emea,7,3468,2018-06-27
PS4,ncsa,12,17549,2018-06-27
PS4,apac,15,8626,2018-06-27
XBOX,ncsa,17,21930,2018-06-27
XBOX,apac,16,722,2018-06-27
PS4,emea,7,13969,2018-06-27
XBOX,emea,16,7049,2018-06-27
PS4,ncsa,3,2565,2018-06-27
PS4,ncsa,10,13040,2018-06-21
XBOX,ncsa,4,2386,2018-06-21
PS4,apac,0,1724490,2018-06-21
XBOX,apac,7,328,2018-06-21
XBOX,ncsa,1,2580,2018-06-21
XBOX,ncsa,10,14102,2018-06-21
PS4,ncsa,2,1318,2018-06-21
XBOX,emea,6,2164,2018-06-21
PS4,apac,16,4387,2018-06-21
PC,ncsa,14,12330,2018-06-21
PS4,ncsa,6,5025,2018-06-21
PS4,global,1,6377,2018-06-17
PS4,global,2,3022,2018-06-17
PS4,global,3,4589,2018-06-17
PS4,global,4,6546,2018-06-17
PS4,global,5,9358,2018-06-17
PS4,global,6,13068,2018-06-17
PS4,global,7,16553,2018-06-17
PS4,global,8,22140,2018-06-17
PS4,global,9,26261,2018-06-17
PS4,global,10,33533,2018-06-17
PS4,global,11,34668,2018-06-17
PS4,global,12,38641,2018-06-17
PS4,global,13,87702,2018-06-17
PS4,global,14,79466,2018-06-17
PS4,global,15,57467,2018-06-17
PS4,global,16,35801,2018-06-17
PS4,global,17,37834,2018-06-17
PS4,global,18,9416,2018-06-17
PS4,global,19,3003,2018-06-17
PS4,global,20,2550,2018-06-17
XBOX,global,0,811649,2018-06-17
XBOX,global,1,2411,2018-06-17
XBOX,global,2,1230,2018-06-17
XBOX,global,3,1857,2018-06-17
XBOX,global,4,2741,2018-06-17
PS4,emea,4,4539,2018-06-19
XBOX,emea,20,310,2018-06-19
PC,ncsa,1,1111,2018-06-19
PS4,apac,11,3858,2018-06-19
PS4,emea,14,44223,2018-06-19
PS4,apac,9,2907,2018-06-19
PS4,emea,18,5645,2018-06-19
PS4,apac,19,322,2018-06-19
PC,emea,6,2893,2018-06-19
PS4,emea,15,32155,2018-06-19
PC,ncsa,15,8192,2018-06-19
PC,emea,20,652,2018-06-19
XBOX,apac,17,600,2018-06-19
PS4,ncsa,20,943,2018-06-19
PC,ncsa,9,3763,2018-06-19
XBOX,apac,0,1090610,2018-06-19
PS4,apac,6,1361,2018-06-19
XBOX,apac,13,1596,2018-06-19
PC,emea,16,8734,2018-06-19
XBOX,emea,14,12140,2018-06-17
PS4,apac,12,3978,2018-06-17
PS4,ncsa,9,9123,2018-06-17
PC,emea,5,1796,2018-06-17
PC,apac,2,262,2018-06-17
XBOX,emea,10,4806,2018-06-17
XBOX,ncsa,16,14177,2018-06-17
XBOX,global,5,3907,2018-06-17
XBOX,global,6,5890,2018-06-17
XBOX,global,7,7700,2018-06-17
XBOX,global,8,10649,2018-06-17
XBOX,global,9,13163,2018-06-17
XBOX,global,10,17140,2018-06-17
XBOX,global,11,18459,2018-06-17
XBOX,global,12,21084,2018-06-17
XBOX,global,13,48801,2018-06-17
XBOX,global,14,45259,2018-06-17
XBOX,global,15,32427,2018-06-17
XBOX,global,16,19665,2018-06-17
XBOX,global,17,19771,2018-06-17
XBOX,global,18,4644,2018-06-17
XBOX,global,19,1286,2018-06-17
XBOX,apac,3,64,2018-06-19
XBOX,emea,15,8505,2018-06-17
XBOX,apac,19,30,2018-06-17
PC,ncsa,3,878,2018-06-22
PC,ncsa,5,1631,2018-06-22
PS4,emea,11,22013,2018-06-22
PS4,emea,20,2135,2018-06-22
XBOX,apac,5,154,2018-06-22
XBOX,apac,8,430,2018-06-19
XBOX,emea,2,447,2018-06-19
PC,apac,11,3520,2018-06-19
PC,apac,9,2687,2018-06-19
PS4,apac,8,2404,2018-06-19
XBOX,apac,18,142,2018-06-19
XBOX,emea,18,1419,2018-06-19
PC,apac,12,3792,2018-06-19
PS4,emea,3,3311,2018-06-19
PS4,apac,10,3715,2018-06-19
PC,apac,0,1045071,2018-06-19
XBOX,emea,4,993,2018-06-19
PC,emea,15,14757,2018-06-19
PS4,ncsa,11,13216,2018-06-19
XBOX,apac,7,316,2018-06-19
XBOX,ncsa,10,13101,2018-06-19
XBOX,ncsa,1,2150,2018-06-19
PS4,ncsa,2,1166,2018-06-19
XBOX,emea,6,1911,2018-06-19
XBOX,apac,12,710,2018-06-19
PS4,apac,16,4152,2018-06-19
PC,emea,9,6176,2018-06-19
XBOX,apac,10,592,2018-06-19
PC,emea,17,8550,2018-06-19
PC,emea,4,1441,2018-06-19
XBOX,ncsa,9,9882,2018-06-19
PC,ncsa,4,997,2018-06-19
PC,apac,7,1635,2018-06-19
PS4,ncsa,17,15213,2018-06-19
XBOX,emea,17,5908,2018-06-19
XBOX,ncsa,6,4590,2018-06-19
XBOX,emea,13,14493,2018-06-19
PS4,emea,6,8633,2018-06-19
XBOX,ncsa,15,25056,2018-06-19
PC,apac,1,965,2018-06-19
PC,ncsa,3,715,2018-06-19
PS4,ncsa,15,22747,2018-06-19
PS4,apac,13,11499,2018-06-22
PS4,ncsa,7,6781,2018-06-22
PS4,emea,16,21895,2018-06-22
XBOX,emea,3,793,2018-06-22
XBOX,emea,11,6226,2018-06-22
XBOX,ncsa,19,1236,2018-06-21
XBOX,emea,17,6441,2018-06-21
XBOX,ncsa,6,5082,2018-06-21
PS4,emea,6,9449,2018-06-21
XBOX,emea,13,15264,2018-06-21
XBOX,ncsa,15,26618,2018-06-21
PC,apac,1,1096,2018-06-21
XBOX,ncsa,7,6511,2018-06-21
XBOX,apac,4,117,2018-06-21
PC,emea,8,5464,2018-06-21
PS4,emea,1,4407,2018-06-19
PC,apac,13,10156,2018-06-19
XBOX,emea,15,9201,2018-06-19
XBOX,apac,19,37,2018-06-19
PC,apac,3,493,2018-06-19
PC,ncsa,6,1866,2018-06-19
XBOX,ncsa,12,15934,2018-06-19
XBOX,emea,0,1015659,2018-06-19
XBOX,emea,8,3511,2018-06-19
XBOX,apac,6,205,2018-06-19
XBOX,global,20,914,2018-06-17
PS4,emea,12,22653,2018-06-19
PS4,apac,7,1749,2018-06-19
PC,ncsa,16,4862,2018-06-19
XBOX,emea,5,1413,2018-06-19
PS4,ncsa,4,2440,2018-06-19
PC,apac,10,3464,2018-06-19
PS4,apac,1,1034,2018-06-19
XBOX,ncsa,5,3114,2018-06-19
PS4,ncsa,13,33631,2018-06-19
PS4,ncsa,10,12516,2018-06-19
XBOX,ncsa,4,2136,2018-06-19
PS4,apac,0,1717832,2018-06-19
PC,apac,19,325,2018-06-20
PS4,emea,4,4739,2018-06-20
XBOX,emea,20,344,2018-06-20
PC,ncsa,1,1197,2018-06-20
PS4,apac,11,3964,2018-06-20
PS4,emea,14,45170,2018-06-20
PS4,emea,18,5983,2018-06-20
PS4,apac,9,2984,2018-06-20
PS4,apac,19,323,2018-06-20
PC,emea,6,2990,2018-06-20
PS4,emea,15,32841,2018-06-20
PC,ncsa,15,8473,2018-06-20
PC,emea,20,717,2018-06-20
XBOX,apac,17,607,2018-06-20
PS4,ncsa,20,1014,2018-06-20
PS4,apac,14,9758,2018-06-19
XBOX,ncsa,8,8219,2018-06-19
XBOX,apac,1,67,2018-06-19
PS4,emea,19,2072,2018-06-19
PC,ncsa,10,4884,2018-06-19
PS4,apac,2,351,2018-06-19
PC,ncsa,17,4834,2018-06-19
PC,ncsa,9,3935,2018-06-20
PC,emea,0,971950,2018-06-19
PS4,emea,10,20133,2018-06-19
PS4,emea,13,49498,2018-06-19
PC,apac,18,1070,2018-06-19
PS4,ncsa,16,14589,2018-06-19
PC,apac,4,633,2018-06-19
PS4,ncsa,12,14685,2018-06-19
XBOX,emea,7,2512,2018-06-19
PS4,apac,15,7013,2018-06-19
XBOX,ncsa,17,15927,2018-06-19
XBOX,apac,16,577,2018-06-19
PS4,emea,7,10799,2018-06-19
PS4,apac,20,531,2018-06-21
PS4,ncsa,14,32090,2018-06-21
PC,apac,20,855,2018-06-21
PC,apac,17,5314,2018-06-21
PC,ncsa,19,441,2018-06-21
XBOX,ncsa,3,1729,2018-06-21
PS4,apac,17,5879,2018-06-21
PS4,apac,5,1195,2018-06-21
PS4,ncsa,8,8811,2018-06-21
PC,emea,13,24001,2018-06-21
XBOX,apac,15,1014,2018-06-21
PC,emea,2,880,2018-06-21
PS4,global,2,4108,2018-06-21
PS4,global,3,6123,2018-06-21
PS4,global,4,8451,2018-06-21
PS4,global,5,11900,2018-06-21
PS4,global,6,15723,2018-06-21
PS4,global,7,20020,2018-06-21
PS4,global,8,26204,2018-06-21
PS4,global,9,30791,2018-06-21
PS4,global,10,37638,2018-06-21
PS4,global,11,39217,2018-06-21
PS4,global,12,43230,2018-06-21
PS4,global,13,96801,2018-06-21
PS4,global,14,87425,2018-06-21
PS4,global,15,64205,2018-06-21
PS4,global,16,40876,2018-06-21
PS4,global,17,45943,2018-06-21
PS4,global,18,11714,2018-06-21
PS4,global,19,4057,2018-06-21
PS4,global,20,3607,2018-06-21
XBOX,global,0,778881,2018-06-21
XBOX,global,1,3661,2018-06-21
XBOX,global,2,1810,2018-06-21
XBOX,global,3,2517,2018-06-21
XBOX,global,4,3572,2018-06-21
XBOX,global,5,5249,2018-06-21
XBOX,global,6,7432,2018-06-21
XBOX,global,7,9501,2018-06-21
XBOX,global,8,13070,2018-06-21
XBOX,global,9,15711,2018-06-21
XBOX,global,10,20293,2018-06-21
XBOX,global,11,21537,2018-06-21
XBOX,global,12,24502,2018-06-21
XBOX,global,13,55605,2018-06-21
XBOX,global,14,50772,2018-06-21
XBOX,global,15,37034,2018-06-21
XBOX,global,16,23294,2018-06-21
XBOX,global,17,24546,2018-06-21
XBOX,global,18,5876,2018-06-21
XBOX,global,19,1766,2018-06-21
XBOX,global,20,1344,2018-06-21
PC,global,14,46447,2018-06-25
PC,global,15,33506,2018-06-25
PC,global,16,20572,2018-06-25
PC,global,17,22731,2018-06-25
PC,global,18,5834,2018-06-25
XBOX,global,11,24169,2018-06-25
XBOX,global,12,26750,2018-06-25
XBOX,global,13,60926,2018-06-25
XBOX,global,14,55452,2018-06-25
XBOX,global,15,40978,2018-06-25
XBOX,global,16,25955,2018-06-25
XBOX,global,17,28644,2018-06-25
XBOX,global,18,7098,2018-06-25
XBOX,global,19,2210,2018-06-25
XBOX,global,20,1798,2018-06-25
PC,emea,10,10231,2018-06-27
PS4,emea,9,20357,2018-06-27
PC,ncsa,2,799,2018-06-27
PS4,ncsa,5,4848,2018-06-27
XBOX,emea,1,1610,2018-06-27
XBOX,emea,9,5438,2018-06-27
XBOX,ncsa,18,5443,2018-06-27
PS4,emea,1,7662,2018-06-27
PC,apac,13,12503,2018-06-27
XBOX,emea,15,10983,2018-06-27
XBOX,apac,19,55,2018-06-27
PC,apac,3,716,2018-06-27
PC,ncsa,6,2478,2018-06-27
XBOX,ncsa,12,19678,2018-06-27
XBOX,emea,0,1026869,2018-06-27
XBOX,emea,8,4487,2018-06-27
PC,ncsa,5,1721,2018-06-23
PS4,emea,11,22648,2018-06-23
PS4,emea,20,2307,2018-06-23
XBOX,apac,5,177,2018-06-23
PS4,ncsa,7,6992,2018-06-23
PS4,emea,4,6109,2018-06-25
PC,ncsa,1,1701,2018-06-25
PS4,apac,11,4701,2018-06-25
XBOX,emea,20,509,2018-06-25
PS4,emea,14,49026,2018-06-25
PS4,apac,9,3635,2018-06-25
PS4,emea,18,7438,2018-06-25
PS4,apac,19,470,2018-06-25
PC,emea,6,3626,2018-06-25
PS4,emea,15,35870,2018-06-25
PC,ncsa,15,9877,2018-06-25
PC,emea,20,994,2018-06-25
PS4,ncsa,20,1408,2018-06-25
XBOX,apac,17,808,2018-06-25
PC,ncsa,9,4699,2018-06-25
XBOX,apac,0,1112964,2018-06-25
PS4,apac,6,1825,2018-06-25
XBOX,apac,13,1807,2018-06-25
PS4,apac,14,11170,2018-06-25
PC,emea,16,10692,2018-06-25
XBOX,ncsa,8,10346,2018-06-25
XBOX,apac,1,105,2018-06-25
PS4,emea,19,2819,2018-06-25
PC,ncsa,10,5925,2018-06-25
PS4,apac,2,526,2018-06-25
PC,ncsa,17,6268,2018-06-25
XBOX,ncsa,17,18394,2018-06-22
XBOX,apac,16,629,2018-06-22
PS4,emea,7,12273,2018-06-22
XBOX,emea,16,6229,2018-06-22
PS4,ncsa,3,2013,2018-06-22
PC,emea,12,10832,2018-06-22
PS4,ncsa,0,1574819,2018-06-22
PS4,apac,18,1227,2018-06-22
PS4,emea,9,17983,2018-06-22
PC,emea,10,8936,2018-06-22
PC,ncsa,2,599,2018-06-22
PS4,ncsa,5,3980,2018-06-22
XBOX,emea,1,1116,2018-06-22
XBOX,emea,9,4737,2018-06-22
XBOX,ncsa,18,4379,2018-06-22
PS4,emea,1,5697,2018-06-22
PC,apac,13,10938,2018-06-22
XBOX,emea,15,9901,2018-06-22
XBOX,apac,19,37,2018-06-22
PC,apac,1,1126,2018-06-22
PC,emea,20,798,2018-06-22
PS4,ncsa,20,1165,2018-06-22
XBOX,apac,17,699,2018-06-22
PC,ncsa,9,4182,2018-06-22
XBOX,apac,0,1102030,2018-06-22
XBOX,apac,13,1725,2018-06-22
PS4,apac,6,1561,2018-06-22
PS4,apac,14,10381,2018-06-22
PC,emea,16,9660,2018-06-22
XBOX,ncsa,8,9405,2018-06-22
XBOX,apac,1,78,2018-06-22
PS4,emea,19,2464,2018-06-22
PC,ncsa,10,5280,2018-06-22
PS4,apac,2,411,2018-06-22
PC,ncsa,17,5550,2018-06-22
PC,emea,0,968478,2018-06-22
PS4,emea,10,21628,2018-06-22
PS4,emea,13,52636,2018-06-22
PC,apac,18,1251,2018-06-22
XBOX,emea,10,6748,2018-06-27
XBOX,ncsa,16,19746,2018-06-27
XBOX,apac,14,1677,2018-06-27
PC,emea,11,10796,2018-06-27
PS4,emea,17,28398,2018-06-27
XBOX,ncsa,11,17641,2018-06-27
PC,apac,5,1345,2018-06-27
PS4,ncsa,18,5504,2018-06-27
PS4,ncsa,15,26987,2018-06-27
XBOX,emea,19,620,2018-06-27
XBOX,ncsa,13,44785,2018-06-27
PS4,ncsa,1,4342,2018-06-27
PC,emea,3,1577,2018-06-27
XBOX,ncsa,7,7593,2018-06-25
XBOX,apac,4,149,2018-06-25
PC,emea,8,6255,2018-06-25
PC,ncsa,11,6084,2018-06-25
PC,ncsa,3,1012,2018-06-25
PC,ncsa,5,1862,2018-06-25
PS4,emea,11,23662,2018-06-25
PS4,emea,20,2615,2018-06-25
XBOX,apac,5,217,2018-06-25
PS4,ncsa,7,7638,2018-06-25
PS4,emea,16,23569,2018-06-25
PS4,apac,13,12344,2018-06-25
XBOX,emea,3,965,2018-06-25
XBOX,emea,11,6794,2018-06-25
PC,emea,14,23685,2018-06-25
PS4,apac,3,756,2018-06-25
PS4,apac,4,1034,2018-06-25
PC,ncsa,20,554,2018-06-25
PC,ncsa,7,2947,2018-06-25
PS4,apac,20,708,2018-06-25
PS4,ncsa,14,34529,2018-06-25
PC,apac,17,6211,2018-06-25
PC,apac,20,1116,2018-06-25
PC,ncsa,19,545,2018-06-25
XBOX,ncsa,3,2201,2018-06-25
PS4,apac,17,7072,2018-06-25
PS4,apac,5,1452,2018-06-25
PS4,ncsa,8,9830,2018-06-25
PC,emea,13,26171,2018-06-25
XBOX,apac,15,1133,2018-06-25
PC,emea,2,1089,2018-06-25
XBOX,ncsa,20,1245,2018-06-25
PC,ncsa,12,6994,2018-06-25
XBOX,emea,14,14754,2018-06-25
PS4,ncsa,9,11933,2018-06-25
PS4,apac,12,5204,2018-06-25
PC,apac,2,450,2018-06-25
PC,emea,5,2689,2018-06-25
XBOX,emea,10,6472,2018-06-25
XBOX,ncsa,16,18811,2018-06-25
PC,global,0,799640,2018-06-27
PC,global,1,6411,2018-06-27
PC,global,2,2390,2018-06-27
PC,global,3,3310,2018-06-27
PC,global,4,4378,2018-06-27
PC,global,5,6081,2018-06-27
PC,global,6,7974,2018-06-27
PC,global,7,10017,2018-06-27
PC,global,8,13127,2018-06-27
PS4,apac,8,2628,2018-06-22
PC,apac,9,2965,2018-06-22
XBOX,apac,18,145,2018-06-22
XBOX,emea,18,1691,2018-06-22
PC,apac,12,4272,2018-06-22
PS4,apac,10,4073,2018-06-22
PS4,emea,3,3844,2018-06-22
PC,apac,0,1048816,2018-06-22
XBOX,emea,4,1178,2018-06-22
PC,emea,15,15996,2018-06-22
PS4,ncsa,11,14130,2018-06-22
PC,apac,4,761,2018-06-22
XBOX,emea,7,2847,2018-06-22
PS4,ncsa,12,15891,2018-06-22
PS4,apac,15,7701,2018-06-22
XBOX,apac,14,1635,2018-06-25
PS4,emea,17,27218,2018-06-25
PC,emea,11,10251,2018-06-25
XBOX,ncsa,11,16734,2018-06-25
PC,apac,5,1269,2018-06-25
PS4,ncsa,18,5186,2018-06-25
PS4,ncsa,15,26138,2018-06-25
XBOX,emea,19,614,2018-06-25
PC,global,12,22763,2018-06-25
PC,global,13,52766,2018-06-25
PS4,ncsa,9,10921,2018-06-22
PC,apac,2,369,2018-06-22
PC,emea,5,2357,2018-06-22
XBOX,emea,10,5752,2018-06-22
XBOX,ncsa,16,17308,2018-06-22
PC,emea,11,9457,2018-06-22
XBOX,apac,14,1486,2018-06-22
PS4,emea,17,24700,2018-06-22
XBOX,ncsa,11,15438,2018-06-22
PC,apac,5,1115,2018-06-22
PS4,ncsa,18,4566,2018-06-22
PS4,ncsa,15,24549,2018-06-22
XBOX,emea,19,511,2018-06-22
XBOX,ncsa,13,40238,2018-06-22
PS4,ncsa,1,3148,2018-06-22
PC,emea,3,1327,2018-06-22
PC,emea,12,11897,2018-06-27
PS4,ncsa,0,1573128,2018-06-27
PS4,apac,18,1519,2018-06-27
XBOX,emea,5,2074,2018-06-27
PC,apac,10,4497,2018-06-27
XBOX,ncsa,5,4743,2018-06-27
PS4,ncsa,13,39399,2018-06-27
PS4,ncsa,10,15036,2018-06-27
XBOX,ncsa,4,3403,2018-06-27
PS4,apac,0,1745238,2018-06-27
XBOX,ncsa,1,3848,2018-06-27
XBOX,apac,7,418,2018-06-27
XBOX,ncsa,10,16823,2018-06-27
PS4,ncsa,2,1877,2018-06-27
XBOX,emea,6,2695,2018-06-27
PS4,apac,16,5245,2018-06-27
XBOX,apac,12,870,2018-06-27
PC,emea,9,7935,2018-06-27
